,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4496609,2101222100331132,"POLYGON ((-65.753173828125 -19.5753178928695, -65.7476806640625 -19.5753178928695, -65.7476806640625 -19.5804934792025, -65.753173828125 -19.5804934792025, -65.753173828125 -19.5753178928695))",1641,481,430,8,2
4496610,2101222100331211,"POLYGON ((-65.7696533203125 -19.5804934792025, -65.76416015625 -19.5804934792025, -65.76416015625 -19.5856688992453, -65.7696533203125 -19.5856688992453, -65.7696533203125 -19.5804934792025))",1538,667,22,1,1
4496611,2101222100331213,"POLYGON ((-65.7696533203125 -19.5856688992453, -65.76416015625 -19.5856688992453, -65.76416015625 -19.5908441529609, -65.7696533203125 -19.5908441529609, -65.7696533203125 -19.5856688992453))",3670,625,26,2,2
4496612,2101222100331231,"POLYGON ((-65.7696533203125 -19.5908441529609, -65.76416015625 -19.5908441529609, -65.76416015625 -19.5960192403125, -65.7696533203125 -19.5960192403125, -65.7696533203125 -19.5908441529609))",4470,666,76,5,2
4496613,2101222100331300,"POLYGON ((-65.76416015625 -19.5804934792025, -65.7586669921875 -19.5804934792025, -65.7586669921875 -19.5856688992453, -65.76416015625 -19.5856688992453, -65.76416015625 -19.5804934792025))",5777,3896,21,10,3
4496614,2101222100331301,"POLYGON ((-65.7586669921875 -19.5804934792025, -65.753173828125 -19.5804934792025, -65.753173828125 -19.5856688992453, -65.7586669921875 -19.5856688992453, -65.7586669921875 -19.5804934792025))",6952,3057,34,53,14
4496615,2101222100331303,"POLYGON ((-65.7586669921875 -19.5856688992453, -65.753173828125 -19.5856688992453, -65.753173828125 -19.5908441529609, -65.7586669921875 -19.5908441529609, -65.7586669921875 -19.5856688992453))",5487,2089,81,67,8
4496616,2101222100331310,"POLYGON ((-65.753173828125 -19.5804934792025, -65.7476806640625 -19.5804934792025, -65.7476806640625 -19.5856688992453, -65.753173828125 -19.5856688992453, -65.753173828125 -19.5804934792025))",6431,4352,17,29,6
4496617,2101222100331311,"POLYGON ((-65.7476806640625 -19.5804934792025, -65.7421875 -19.5804934792025, -65.7421875 -19.5856688992453, -65.7476806640625 -19.5856688992453, -65.7476806640625 -19.5804934792025))",3148,1202,17,3,2
4496618,2101222100331312,"POLYGON ((-65.753173828125 -19.5856688992453, -65.7476806640625 -19.5856688992453, -65.7476806640625 -19.5908441529609, -65.753173828125 -19.5908441529609, -65.753173828125 -19.5856688992453))",8816,4376,24,296,17
4496619,2101222100331313,"POLYGON ((-65.7476806640625 -19.5856688992453, -65.7421875 -19.5856688992453, -65.7421875 -19.5908441529609, -65.7476806640625 -19.5908441529609, -65.7476806640625 -19.5856688992453))",6922,2635,13,4,2
4496620,2101222100331321,"POLYGON ((-65.7586669921875 -19.5908441529609, -65.753173828125 -19.5908441529609, -65.753173828125 -19.5960192403125, -65.7586669921875 -19.5960192403125, -65.7586669921875 -19.5908441529609))",10675,3653,65,3,3
4496621,2101222100331330,"POLYGON ((-65.753173828125 -19.5908441529609, -65.7476806640625 -19.5908441529609, -65.7476806640625 -19.5960192403125, -65.753173828125 -19.5960192403125, -65.753173828125 -19.5908441529609))",3480,1271,128,5,4
4496622,2101222100331331,"POLYGON ((-65.7476806640625 -19.5908441529609, -65.7421875 -19.5908441529609, -65.7421875 -19.5960192403125, -65.7476806640625 -19.5960192403125, -65.7476806640625 -19.5908441529609))",5508,4026,11,1,1
4496623,2101222100331332,"POLYGON ((-65.753173828125 -19.5960192403125, -65.7476806640625 -19.5960192403125, -65.7476806640625 -19.6011941612631, -65.753173828125 -19.6011941612631, -65.753173828125 -19.5960192403125))",155,382,194,3,1
4496624,2101222100333020,"POLYGON ((-65.7861328125 -19.6115435038142, -65.7806396484375 -19.6115435038142, -65.7806396484375 -19.616717925341, -65.7861328125 -19.616717925341, -65.7861328125 -19.6115435038142))",1193,102,59,1,1
4496625,2101222100333111,"POLYGON ((-65.7476806640625 -19.6011941612631, -65.7421875 -19.6011941612631, -65.7421875 -19.606368915776, -65.7476806640625 -19.606368915776, -65.7476806640625 -19.6011941612631))",87,338,283,1,1
4496626,2101222101220202,"POLYGON ((-65.7421875 -19.5856688992453, -65.7366943359375 -19.5856688992453, -65.7366943359375 -19.5908441529609, -65.7421875 -19.5908441529609, -65.7421875 -19.5856688992453))",730,1448,8,3,1
4496627,2101222101220222,"POLYGON ((-65.7421875 -19.5960192403125, -65.7366943359375 -19.5960192403125, -65.7366943359375 -19.6011941612631, -65.7421875 -19.6011941612631, -65.7421875 -19.5960192403125))",6825,984,33,1,1
4496628,2101222101222203,"POLYGON ((-65.7366943359375 -19.6270662687126, -65.731201171875 -19.6270662687126, -65.731201171875 -19.6322401904838, -65.7366943359375 -19.6322401904838, -65.7366943359375 -19.6270662687126))",14888,12919,10,1,1
4496629,2101222101222220,"POLYGON ((-65.7421875 -19.6322401904838, -65.7366943359375 -19.6322401904838, -65.7366943359375 -19.6374139455963, -65.7421875 -19.6374139455963, -65.7421875 -19.6322401904838))",17472,18182,10,2,1
4496630,2101222101312320,"POLYGON ((-65.45654296875 -19.5494374681411, -65.4510498046875 -19.5494374681411, -65.4510498046875 -19.5546138853721, -65.45654296875 -19.5546138853721, -65.45654296875 -19.5494374681411))",1255,54065,9,1,1
4496631,2101222102032103,"POLYGON ((-65.9783935546875 -19.7718729607967, -65.972900390625 -19.7718729607967, -65.972900390625 -19.777042202226, -65.9783935546875 -19.777042202226, -65.9783935546875 -19.7718729607967))",2098,1183,11,8,2
4496632,2101222202132300,"POLYGON ((-67.21435546875 -21.1050002753821, -67.2088623046875 -21.1050002753821, -67.2088623046875 -21.1101248811479, -67.21435546875 -21.1101248811479, -67.21435546875 -21.1050002753821))",507,2863,33,1,1
4496633,2101222310100000,"POLYGON ((-65.21484375 -20.632784250388, -65.2093505859375 -20.632784250388, -65.2093505859375 -20.6379249854131, -65.21484375 -20.6379249854131, -65.21484375 -20.632784250388))",3927,2046,12,1,1
4496634,2101222310100001,"POLYGON ((-65.2093505859375 -20.632784250388, -65.203857421875 -20.632784250388, -65.203857421875 -20.6379249854131, -65.2093505859375 -20.6379249854131, -65.2093505859375 -20.632784250388))",13961,31161,42,1,1
4496635,2101222310100002,"POLYGON ((-65.21484375 -20.6379249854131, -65.2093505859375 -20.6379249854131, -65.2093505859375 -20.6430655467265, -65.21484375 -20.6430655467265, -65.21484375 -20.6379249854131))",13120,7181,12,1,1
4496636,2101222310100003,"POLYGON ((-65.2093505859375 -20.6379249854131, -65.203857421875 -20.6379249854131, -65.203857421875 -20.6430655467265, -65.2093505859375 -20.6430655467265, -65.2093505859375 -20.6379249854131))",10261,9211,17,5,1
4496637,2101222311031011,"POLYGON ((-64.8907470703125 -20.7150151455121, -64.88525390625 -20.7150151455121, -64.88525390625 -20.7201530968927, -64.8907470703125 -20.7201530968927, -64.8907470703125 -20.7150151455121))",1453,801,73,24,1
4496638,2101222311031013,"POLYGON ((-64.8907470703125 -20.7201530968927, -64.88525390625 -20.7201530968927, -64.88525390625 -20.7252908739942, -64.8907470703125 -20.7252908739942, -64.8907470703125 -20.7201530968927))",996,913,82,7,1
4496639,2101222311031102,"POLYGON ((-64.88525390625 -20.7201530968927, -64.8797607421875 -20.7201530968927, -64.8797607421875 -20.7252908739942, -64.88525390625 -20.7252908739942, -64.88525390625 -20.7201530968927))",1329,850,82,11,1
4496640,2101222312320203,"POLYGON ((-65.2093505859375 -21.2330622544128, -65.203857421875 -21.2330622544128, -65.203857421875 -21.2381824259823, -65.2093505859375 -21.2381824259823, -65.2093505859375 -21.2330622544128))",2775,3451,58,5,1
4496641,2101222321022012,"POLYGON ((-65.731201171875 -21.4172761569937, -65.7257080078125 -21.4172761569937, -65.7257080078125 -21.4223899052314, -65.731201171875 -21.4223899052314, -65.731201171875 -21.4172761569937))",1321,6914,330,1,1
4496642,2101222331130101,"POLYGON ((-64.7479248046875 -21.3712443706183, -64.742431640625 -21.3712443706183, -64.742431640625 -21.3763597288892, -64.7479248046875 -21.3763597288892, -64.7479248046875 -21.3712443706183))",2678,1711,43,1,1
4496643,2101222331130322,"POLYGON ((-64.75341796875 -21.4070481234611, -64.7479248046875 -21.4070481234611, -64.7479248046875 -21.4121622297254, -64.75341796875 -21.4121622297254, -64.75341796875 -21.4070481234611))",3558,986,141,4,1
4496644,2101222331132001,"POLYGON ((-64.7698974609375 -21.4121622297254, -64.764404296875 -21.4121622297254, -64.764404296875 -21.4172761569937, -64.7698974609375 -21.4172761569937, -64.7698974609375 -21.4121622297254))",727,878,143,1,1
4496645,2101222331132003,"POLYGON ((-64.7698974609375 -21.4172761569937, -64.764404296875 -21.4172761569937, -64.764404296875 -21.4223899052314, -64.7698974609375 -21.4223899052314, -64.7698974609375 -21.4172761569937))",861,1154,145,1,1
4496646,2101222331303112,"POLYGON ((-64.786376953125 -21.499074621712, -64.7808837890625 -21.499074621712, -64.7808837890625 -21.5041855007784, -64.786376953125 -21.5041855007784, -64.786376953125 -21.499074621712))",3645,2089,53,14,3
4496647,2101222331303121,"POLYGON ((-64.7918701171875 -21.5041855007784, -64.786376953125 -21.5041855007784, -64.786376953125 -21.5092962002293, -64.7918701171875 -21.5092962002293, -64.7918701171875 -21.5041855007784))",6305,3092,41,13,2
4496648,2101222331303130,"POLYGON ((-64.786376953125 -21.5041855007784, -64.7808837890625 -21.5041855007784, -64.7808837890625 -21.5092962002293, -64.786376953125 -21.5092962002293, -64.786376953125 -21.5041855007784))",3407,2395,41,2,2
4496649,2101222331303131,"POLYGON ((-64.7808837890625 -21.5041855007784, -64.775390625 -21.5041855007784, -64.775390625 -21.5092962002293, -64.7808837890625 -21.5092962002293, -64.7808837890625 -21.5041855007784))",5287,2947,41,1,1
4496650,2101222331303313,"POLYGON ((-64.7808837890625 -21.5195170601471, -64.775390625 -21.5195170601471, -64.775390625 -21.5246272205453, -64.7808837890625 -21.5246272205453, -64.7808837890625 -21.5195170601471))",4976,21952,25,1,1
4496651,2101222331303333,"POLYGON ((-64.7808837890625 -21.5297372011906, -64.775390625 -21.5297372011906, -64.775390625 -21.5348470020488, -64.7808837890625 -21.5348470020488, -64.7808837890625 -21.5297372011906))",15204,4861,30,3,1
4496652,2101222331310033,"POLYGON ((-64.7589111328125 -21.468405577312, -64.75341796875 -21.468405577312, -64.75341796875 -21.4735175333498, -64.7589111328125 -21.4735175333498, -64.7589111328125 -21.468405577312))",427,982,138,1,1
4496653,2101222331310203,"POLYGON ((-64.7698974609375 -21.4786293099784, -64.764404296875 -21.4786293099784, -64.764404296875 -21.4837409071633, -64.7698974609375 -21.4837409071633, -64.7698974609375 -21.4786293099784))",12545,8380,23,1,1
4496654,2101222331310211,"POLYGON ((-64.7589111328125 -21.4735175333498, -64.75341796875 -21.4735175333498, -64.75341796875 -21.4786293099784, -64.7589111328125 -21.4786293099784, -64.7589111328125 -21.4735175333498))",1238,874,124,1,1
4496655,2101222331310212,"POLYGON ((-64.764404296875 -21.4786293099784, -64.7589111328125 -21.4786293099784, -64.7589111328125 -21.4837409071633, -64.764404296875 -21.4837409071633, -64.764404296875 -21.4786293099784))",10059,5756,24,1,1
4496656,2101222331310230,"POLYGON ((-64.764404296875 -21.4837409071633, -64.7589111328125 -21.4837409071633, -64.7589111328125 -21.4888523248701, -64.764404296875 -21.4888523248701, -64.764404296875 -21.4837409071633))",9341,6256,23,2,1
4496657,2101222331310232,"POLYGON ((-64.764404296875 -21.4888523248701, -64.7589111328125 -21.4888523248701, -64.7589111328125 -21.4939635630645, -64.764404296875 -21.4939635630645, -64.764404296875 -21.4888523248701))",9345,4460,82,2,2
4496658,2101222331311232,"POLYGON ((-64.720458984375 -21.4888523248701, -64.7149658203125 -21.4888523248701, -64.7149658203125 -21.4939635630645, -64.720458984375 -21.4939635630645, -64.720458984375 -21.4888523248701))",937,555,43,2,1
4496659,2101222331312010,"POLYGON ((-64.764404296875 -21.4939635630645, -64.7589111328125 -21.4939635630645, -64.7589111328125 -21.499074621712, -64.764404296875 -21.499074621712, -64.764404296875 -21.4939635630645))",11440,7909,23,3,2
4496660,2101222331312011,"POLYGON ((-64.7589111328125 -21.4939635630645, -64.75341796875 -21.4939635630645, -64.75341796875 -21.499074621712, -64.7589111328125 -21.499074621712, -64.7589111328125 -21.4939635630645))",15271,17965,36,10,2
4496661,2101222331312013,"POLYGON ((-64.7589111328125 -21.499074621712, -64.75341796875 -21.499074621712, -64.75341796875 -21.5041855007784, -64.7589111328125 -21.5041855007784, -64.7589111328125 -21.499074621712))",25209,13890,33,12,5
4496662,2101222331312122,"POLYGON ((-64.75341796875 -21.5092962002293, -64.7479248046875 -21.5092962002293, -64.7479248046875 -21.5144067200303, -64.75341796875 -21.5144067200303, -64.75341796875 -21.5092962002293))",4649,1971,52,8,1
4496663,2101222331312133,"POLYGON ((-64.7369384765625 -21.5092962002293, -64.7314453125 -21.5092962002293, -64.7314453125 -21.5144067200303, -64.7369384765625 -21.5144067200303, -64.7369384765625 -21.5092962002293))",20220,6610,25,1,1
4496664,2101222331312202,"POLYGON ((-64.775390625 -21.5195170601471, -64.7698974609375 -21.5195170601471, -64.7698974609375 -21.5246272205453, -64.775390625 -21.5246272205453, -64.775390625 -21.5195170601471))",13679,23441,24,5,1
4496665,2101222331312210,"POLYGON ((-64.764404296875 -21.5144067200303, -64.7589111328125 -21.5144067200303, -64.7589111328125 -21.5195170601471, -64.764404296875 -21.5195170601471, -64.764404296875 -21.5144067200303))",3111,1631,54,3,3
4496666,2101222331312211,"POLYGON ((-64.7589111328125 -21.5144067200303, -64.75341796875 -21.5144067200303, -64.75341796875 -21.5195170601471, -64.7589111328125 -21.5195170601471, -64.7589111328125 -21.5144067200303))",4385,1409,42,1,1
4496667,2101222331312212,"POLYGON ((-64.764404296875 -21.5195170601471, -64.7589111328125 -21.5195170601471, -64.7589111328125 -21.5246272205453, -64.764404296875 -21.5246272205453, -64.764404296875 -21.5195170601471))",8180,3094,24,10,5
4496668,2101222331312213,"POLYGON ((-64.7589111328125 -21.5195170601471, -64.75341796875 -21.5195170601471, -64.75341796875 -21.5246272205453, -64.7589111328125 -21.5246272205453, -64.7589111328125 -21.5195170601471))",3400,2481,54,3,3
4496669,2101222331312222,"POLYGON ((-64.775390625 -21.5297372011906, -64.7698974609375 -21.5297372011906, -64.7698974609375 -21.5348470020488, -64.775390625 -21.5348470020488, -64.775390625 -21.5297372011906))",12883,3376,55,26,5
4496670,2101222331312223,"POLYGON ((-64.7698974609375 -21.5297372011906, -64.764404296875 -21.5297372011906, -64.764404296875 -21.5348470020488, -64.7698974609375 -21.5348470020488, -64.7698974609375 -21.5297372011906))",14279,4193,30,5,2
4496671,2101222331312230,"POLYGON ((-64.764404296875 -21.5246272205453, -64.7589111328125 -21.5246272205453, -64.7589111328125 -21.5297372011906, -64.764404296875 -21.5297372011906, -64.764404296875 -21.5246272205453))",6248,2296,32,2,1
4496672,2101222331312231,"POLYGON ((-64.7589111328125 -21.5246272205453, -64.75341796875 -21.5246272205453, -64.75341796875 -21.5297372011906, -64.7589111328125 -21.5297372011906, -64.7589111328125 -21.5246272205453))",4961,3083,35,1,1
4496673,2101222331312233,"POLYGON ((-64.7589111328125 -21.5297372011906, -64.75341796875 -21.5297372011906, -64.75341796875 -21.5348470020488, -64.7589111328125 -21.5348470020488, -64.7589111328125 -21.5297372011906))",10396,4083,107,8,2
4496674,2101222331312300,"POLYGON ((-64.75341796875 -21.5144067200303, -64.7479248046875 -21.5144067200303, -64.7479248046875 -21.5195170601471, -64.75341796875 -21.5195170601471, -64.75341796875 -21.5144067200303))",7269,2294,35,12,2
4496675,2101222331312301,"POLYGON ((-64.7479248046875 -21.5144067200303, -64.742431640625 -21.5144067200303, -64.742431640625 -21.5195170601471, -64.7479248046875 -21.5195170601471, -64.7479248046875 -21.5144067200303))",8980,3061,31,1,1
4496676,2101222331312302,"POLYGON ((-64.75341796875 -21.5195170601471, -64.7479248046875 -21.5195170601471, -64.7479248046875 -21.5246272205453, -64.75341796875 -21.5246272205453, -64.75341796875 -21.5195170601471))",20188,6590,30,1,1
4496677,2101222331312303,"POLYGON ((-64.7479248046875 -21.5195170601471, -64.742431640625 -21.5195170601471, -64.742431640625 -21.5246272205453, -64.7479248046875 -21.5246272205453, -64.7479248046875 -21.5195170601471))",4336,3285,26,1,1
4496678,2101222331312311,"POLYGON ((-64.7369384765625 -21.5144067200303, -64.7314453125 -21.5144067200303, -64.7314453125 -21.5195170601471, -64.7369384765625 -21.5195170601471, -64.7369384765625 -21.5144067200303))",2729,2365,36,15,3
4496679,2101222331312312,"POLYGON ((-64.742431640625 -21.5195170601471, -64.7369384765625 -21.5195170601471, -64.7369384765625 -21.5246272205453, -64.742431640625 -21.5246272205453, -64.742431640625 -21.5195170601471))",6520,2248,39,7,3
4496680,2101222331312313,"POLYGON ((-64.7369384765625 -21.5195170601471, -64.7314453125 -21.5195170601471, -64.7314453125 -21.5246272205453, -64.7369384765625 -21.5246272205453, -64.7369384765625 -21.5195170601471))",4307,1441,71,18,4
4496681,2101222331312321,"POLYGON ((-64.7479248046875 -21.5246272205453, -64.742431640625 -21.5246272205453, -64.742431640625 -21.5297372011906, -64.7479248046875 -21.5297372011906, -64.7479248046875 -21.5246272205453))",12956,5111,38,2,2
4496682,2101222331312322,"POLYGON ((-64.75341796875 -21.5297372011906, -64.7479248046875 -21.5297372011906, -64.7479248046875 -21.5348470020488, -64.75341796875 -21.5348470020488, -64.75341796875 -21.5297372011906))",8796,2871,27,3,3
4496683,2101222331312323,"POLYGON ((-64.7479248046875 -21.5297372011906, -64.742431640625 -21.5297372011906, -64.742431640625 -21.5348470020488, -64.7479248046875 -21.5348470020488, -64.7479248046875 -21.5297372011906))",6995,3230,29,7,3
4496684,2101222331312330,"POLYGON ((-64.742431640625 -21.5246272205453, -64.7369384765625 -21.5246272205453, -64.7369384765625 -21.5297372011906, -64.742431640625 -21.5297372011906, -64.742431640625 -21.5246272205453))",7068,2970,37,42,9
4496685,2101222331312331,"POLYGON ((-64.7369384765625 -21.5246272205453, -64.7314453125 -21.5246272205453, -64.7314453125 -21.5297372011906, -64.7369384765625 -21.5297372011906, -64.7369384765625 -21.5246272205453))",5999,2689,36,23,9
4496686,2101222331312332,"POLYGON ((-64.742431640625 -21.5297372011906, -64.7369384765625 -21.5297372011906, -64.7369384765625 -21.5348470020488, -64.742431640625 -21.5348470020488, -64.742431640625 -21.5297372011906))",17236,7184,29,45,22
4496687,2101222331312333,"POLYGON ((-64.7369384765625 -21.5297372011906, -64.7314453125 -21.5297372011906, -64.7314453125 -21.5348470020488, -64.7369384765625 -21.5348470020488, -64.7369384765625 -21.5297372011906))",11480,8104,32,68,16
4496688,2101222331313022,"POLYGON ((-64.7314453125 -21.5092962002293, -64.7259521484375 -21.5092962002293, -64.7259521484375 -21.5144067200303, -64.7314453125 -21.5144067200303, -64.7314453125 -21.5092962002293))",6357,2724,30,1,1
4496689,2101222331313023,"POLYGON ((-64.7259521484375 -21.5092962002293, -64.720458984375 -21.5092962002293, -64.720458984375 -21.5144067200303, -64.7259521484375 -21.5144067200303, -64.7259521484375 -21.5092962002293))",10157,3566,77,2,1
4496690,2101222331313201,"POLYGON ((-64.7259521484375 -21.5144067200303, -64.720458984375 -21.5144067200303, -64.720458984375 -21.5195170601471, -64.7259521484375 -21.5195170601471, -64.7259521484375 -21.5144067200303))",11706,3903,30,3,3
4496691,2101222331313202,"POLYGON ((-64.7314453125 -21.5195170601471, -64.7259521484375 -21.5195170601471, -64.7259521484375 -21.5246272205453, -64.7314453125 -21.5246272205453, -64.7314453125 -21.5195170601471))",3083,1028,29,1,1
4496692,2101222331313203,"POLYGON ((-64.7259521484375 -21.5195170601471, -64.720458984375 -21.5195170601471, -64.720458984375 -21.5246272205453, -64.7259521484375 -21.5246272205453, -64.7259521484375 -21.5195170601471))",4183,1659,40,15,3
4496693,2101222331313210,"POLYGON ((-64.720458984375 -21.5144067200303, -64.7149658203125 -21.5144067200303, -64.7149658203125 -21.5195170601471, -64.720458984375 -21.5195170601471, -64.720458984375 -21.5144067200303))",2782,1086,25,2,1
4496694,2101222331313212,"POLYGON ((-64.720458984375 -21.5195170601471, -64.7149658203125 -21.5195170601471, -64.7149658203125 -21.5246272205453, -64.720458984375 -21.5246272205453, -64.720458984375 -21.5195170601471))",4636,2452,48,17,4
4496695,2101222331313220,"POLYGON ((-64.7314453125 -21.5246272205453, -64.7259521484375 -21.5246272205453, -64.7259521484375 -21.5297372011906, -64.7314453125 -21.5297372011906, -64.7314453125 -21.5246272205453))",12880,5269,33,42,5
4496696,2101222331313221,"POLYGON ((-64.7259521484375 -21.5246272205453, -64.720458984375 -21.5246272205453, -64.720458984375 -21.5297372011906, -64.7259521484375 -21.5297372011906, -64.7259521484375 -21.5246272205453))",7189,2622,48,17,6
4496697,2101222331313222,"POLYGON ((-64.7314453125 -21.5297372011906, -64.7259521484375 -21.5297372011906, -64.7259521484375 -21.5348470020488, -64.7314453125 -21.5348470020488, -64.7314453125 -21.5297372011906))",7175,3538,42,38,16
4496698,2101222331313223,"POLYGON ((-64.7259521484375 -21.5297372011906, -64.720458984375 -21.5297372011906, -64.720458984375 -21.5348470020488, -64.7259521484375 -21.5348470020488, -64.7259521484375 -21.5297372011906))",7405,3144,31,30,15
4496699,2101222331313230,"POLYGON ((-64.720458984375 -21.5246272205453, -64.7149658203125 -21.5246272205453, -64.7149658203125 -21.5297372011906, -64.720458984375 -21.5297372011906, -64.720458984375 -21.5246272205453))",9696,3522,29,17,4
4496700,2101222331313231,"POLYGON ((-64.7149658203125 -21.5246272205453, -64.70947265625 -21.5246272205453, -64.70947265625 -21.5297372011906, -64.7149658203125 -21.5297372011906, -64.7149658203125 -21.5246272205453))",7623,2591,47,46,3
4496701,2101222331313232,"POLYGON ((-64.720458984375 -21.5297372011906, -64.7149658203125 -21.5297372011906, -64.7149658203125 -21.5348470020488, -64.720458984375 -21.5348470020488, -64.720458984375 -21.5297372011906))",20043,6665,25,1,1
4496702,2101222331313233,"POLYGON ((-64.7149658203125 -21.5297372011906, -64.70947265625 -21.5297372011906, -64.70947265625 -21.5348470020488, -64.7149658203125 -21.5348470020488, -64.7149658203125 -21.5297372011906))",7352,2539,31,8,6
4496703,2101222331313320,"POLYGON ((-64.70947265625 -21.5246272205453, -64.7039794921875 -21.5246272205453, -64.7039794921875 -21.5297372011906, -64.70947265625 -21.5297372011906, -64.70947265625 -21.5246272205453))",4982,1565,35,1,1
4496704,2101222331313322,"POLYGON ((-64.70947265625 -21.5297372011906, -64.7039794921875 -21.5297372011906, -64.7039794921875 -21.5348470020488, -64.70947265625 -21.5348470020488, -64.70947265625 -21.5297372011906))",10953,4216,32,55,12
4496705,2101222331330001,"POLYGON ((-64.7698974609375 -21.5348470020488, -64.764404296875 -21.5348470020488, -64.764404296875 -21.5399566230854, -64.7698974609375 -21.5399566230854, -64.7698974609375 -21.5348470020488))",15051,4900,31,15,5
4496706,2101222331330010,"POLYGON ((-64.764404296875 -21.5348470020488, -64.7589111328125 -21.5348470020488, -64.7589111328125 -21.5399566230854, -64.764404296875 -21.5399566230854, -64.764404296875 -21.5348470020488))",13170,4219,31,4,3
4496707,2101222331330011,"POLYGON ((-64.7589111328125 -21.5348470020488, -64.75341796875 -21.5348470020488, -64.75341796875 -21.5399566230854, -64.7589111328125 -21.5399566230854, -64.7589111328125 -21.5348470020488))",7723,2560,29,5,2
4496708,2101222331330012,"POLYGON ((-64.764404296875 -21.5399566230854, -64.7589111328125 -21.5399566230854, -64.7589111328125 -21.5450660642662, -64.764404296875 -21.5450660642662, -64.764404296875 -21.5399566230854))",4881,1680,28,3,2
4496709,2101222331330013,"POLYGON ((-64.7589111328125 -21.5399566230854, -64.75341796875 -21.5399566230854, -64.75341796875 -21.5450660642662, -64.7589111328125 -21.5450660642662, -64.7589111328125 -21.5399566230854))",5146,1634,31,1,1
4496710,2101222331330030,"POLYGON ((-64.764404296875 -21.5450660642662, -64.7589111328125 -21.5450660642662, -64.7589111328125 -21.5501753255569, -64.764404296875 -21.5501753255569, -64.764404296875 -21.5450660642662))",14463,5774,29,4,2
4496711,2101222331330031,"POLYGON ((-64.7589111328125 -21.5450660642662, -64.75341796875 -21.5450660642662, -64.75341796875 -21.5501753255569, -64.7589111328125 -21.5501753255569, -64.7589111328125 -21.5450660642662))",14475,4886,39,39,2
4496712,2101222331330100,"POLYGON ((-64.75341796875 -21.5348470020488, -64.7479248046875 -21.5348470020488, -64.7479248046875 -21.5399566230854, -64.75341796875 -21.5399566230854, -64.75341796875 -21.5348470020488))",7605,3901,81,52,7
4496713,2101222331330101,"POLYGON ((-64.7479248046875 -21.5348470020488, -64.742431640625 -21.5348470020488, -64.742431640625 -21.5399566230854, -64.7479248046875 -21.5399566230854, -64.7479248046875 -21.5348470020488))",11523,3381,31,16,11
4496714,2101222331330102,"POLYGON ((-64.75341796875 -21.5399566230854, -64.7479248046875 -21.5399566230854, -64.7479248046875 -21.5450660642662, -64.75341796875 -21.5450660642662, -64.75341796875 -21.5399566230854))",9983,3688,41,21,5
4496715,2101222331330103,"POLYGON ((-64.7479248046875 -21.5399566230854, -64.742431640625 -21.5399566230854, -64.742431640625 -21.5450660642662, -64.7479248046875 -21.5450660642662, -64.7479248046875 -21.5399566230854))",13171,3546,43,57,7
4496716,2101222331330110,"POLYGON ((-64.742431640625 -21.5348470020488, -64.7369384765625 -21.5348470020488, -64.7369384765625 -21.5399566230854, -64.742431640625 -21.5399566230854, -64.742431640625 -21.5348470020488))",23626,23430,28,5,2
4496717,2101222331330111,"POLYGON ((-64.7369384765625 -21.5348470020488, -64.7314453125 -21.5348470020488, -64.7314453125 -21.5399566230854, -64.7369384765625 -21.5399566230854, -64.7369384765625 -21.5348470020488))",12619,7057,48,99,29
4496718,2101222331330112,"POLYGON ((-64.742431640625 -21.5399566230854, -64.7369384765625 -21.5399566230854, -64.7369384765625 -21.5450660642662, -64.742431640625 -21.5450660642662, -64.742431640625 -21.5399566230854))",10453,4109,47,35,6
4496719,2101222331330113,"POLYGON ((-64.7369384765625 -21.5399566230854, -64.7314453125 -21.5399566230854, -64.7314453125 -21.5450660642662, -64.7369384765625 -21.5450660642662, -64.7369384765625 -21.5399566230854))",10329,4154,29,14,3
4496720,2101222331330121,"POLYGON ((-64.7479248046875 -21.5450660642662, -64.742431640625 -21.5450660642662, -64.742431640625 -21.5501753255569, -64.7479248046875 -21.5501753255569, -64.7479248046875 -21.5450660642662))",19319,6537,31,1,1
4496721,2101222331330131,"POLYGON ((-64.7369384765625 -21.5450660642662, -64.7314453125 -21.5450660642662, -64.7314453125 -21.5501753255569, -64.7369384765625 -21.5501753255569, -64.7369384765625 -21.5450660642662))",2181,739,62,2,1
4496722,2101222331330133,"POLYGON ((-64.7369384765625 -21.5501753255569, -64.7314453125 -21.5501753255569, -64.7314453125 -21.5552844069232, -64.7369384765625 -21.5552844069232, -64.7369384765625 -21.5501753255569))",11128,3924,28,27,2
4496723,2101222331331000,"POLYGON ((-64.7314453125 -21.5348470020488, -64.7259521484375 -21.5348470020488, -64.7259521484375 -21.5399566230854, -64.7314453125 -21.5399566230854, -64.7314453125 -21.5348470020488))",12693,6403,229,59,22
4496724,2101222331331001,"POLYGON ((-64.7259521484375 -21.5348470020488, -64.720458984375 -21.5348470020488, -64.720458984375 -21.5399566230854, -64.7259521484375 -21.5399566230854, -64.7259521484375 -21.5348470020488))",12577,5732,54,80,18
4496725,2101222331331002,"POLYGON ((-64.7314453125 -21.5399566230854, -64.7259521484375 -21.5399566230854, -64.7259521484375 -21.5450660642662, -64.7314453125 -21.5450660642662, -64.7314453125 -21.5399566230854))",13194,3809,36,16,6
