a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Masculino,61,La Paz,El Alto,BAUTISTA SAAVEDRA,Sí,No,Sí,Sí,No,No,,33,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,"RECURSOS TIC EN ÁREAS DE SABERES Y CONOCIMIENTOS MATEMÁTICA (NIVEL: 1, 2, 3)",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,Sí,Sí,"MAPAS MENTALES ""FREEMIND"", SOZI, INKSCAPE, FICHA TECNICA",No,No,Sí,No,No,,No,Sí,Rara vez,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Siempre,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,No,Sí,Sí,No,No,Ocasionalmente,Rara vez,Clases prácticas,Rara vez,Rara vez,Nunca,Sí,Sí,Sí,No,Sí,,Sí,CONOCER LA TECNOLOGÍA DE LA INFORMACIÓN CIENTÍFICA  ,buena,ENSEÑA EL USO ADECUADO DE LA TECNOLOGÍA DE LA INFORMACIÓN CIENTÍFICA ,mucho,POR QUE ESTAMOS EN UNA ERA DIGITAL ,Sí,POR QUE ES UNA NECESIDAD,buena,BRINDAN UNA GUÍA ADECUADA EN EL USO DE LA TECNOLOGÍA DIGITAL,Sí,POR QUE REQUERIMOS LA CAPACITACIÓN Y ACTUALIZACIÓN PERIÓDICA ,
Sí,Masculino,51,La Paz,La Paz,MAX VALDIVIA,No,Sí,No,No,No,No,,26,Más de un año,3,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Tics,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,,No,No,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,,3,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Plataformas,Sí,Sí,Sí,Sí,Sí,En este año,Sí,No,Siempre,Siempre,Siempre,Siempre,Siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,No,,Sí,No,No,No,No,Siempre,Siempre,Clases prácticas,Siempre,Siempre,Ocasionalmente,No,Sí,No,No,No,,Sí,Implementación de la curricula en medios tecnológicos,buena,Muy práctica,mucho,Los estudiantes están y viven en un entorno digital,Sí,Accesible a la información,buena,Capacitación adecuada,Sí,Nuevos horizontes educativos,Planificación curricular por grados
Sí,Masculino,40,La Paz,El Alto,SIMON BOLIVAR TARDE,No,No,No,No,Sí,No,,14,Menos de un año,NA,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Uso de recursos educativos,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,Sí,,No,No,No,No,No,,No,No,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,No,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Rara vez,Rara vez,Sí,Sí,Sí,Sí,Sí,,Sí,Formacion a docente en el manejo de las tics en software libre para la creacion de material didactico,buena,Por la integracion de la tecnologia en educacion,mucho,Hoy en dia los estudiante aprenden mas desarrollando la neordidactica,Sí,Porque es libre y portable accesible para todos,excelente,Hicieron una orientacion personalizada ,Sí,"Porque, tenemos que estar al par de los avances tecnologicos y a los estudiantes les gusta este tipo de enseñanza ",De motivar mas a los maestro a la inclusion digital y al mismo tiempo de somicitar al ministerio de educacion talleres constantes
Sí,Masculino,45,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,No,No,Sí,No,No,No,,10,Más de un año,3,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora de escritorio,1,Sí,1,Dotada por el ministerio,,No,No,No,No,No,No,Sí,Sí,No,No,,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet fijo,Colegio,,Sí,No,No,No,No,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,5,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,No,Sí,En este año,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,No,No,No,No,Rara vez,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,Sí,Sí,No,No,,Sí,Apoyar al uso de la kuuas,excelente,Existió mucha dedicación por parte de los dos voluntarios hacia los alumnos ,mucho,Es necesario hoy en día la tecnología ,Sí,Conocieron que existe otro software además de windosws ,buena,Explicaron a los alumnos con mucha paciencia y dedicación ,Sí,Con más clases si por que unas cuantas no basta ,Que puedan dotar de material 
Sí,Masculino,50,Oruro,Oruro,LA SALLE TARDE,Sí,No,No,Sí,No,No,,33,Más de un año,20,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,Sí,N/A,N/A,No,,Sí,Computadora de escritorio,2,No,NA,Dotada por el ministerio,,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,,7,Dudoso,Sí,Sí,No,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,No,No,,No,No,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No,Sí,No,No,No,No,,Sí,No,No,No,No,Nunca,Rara vez,Clases prácticas,Nunca,Nunca,Nunca,Sí,Sí,No,No,Sí,,No,,regular,Poca responsabilidad.,mucho,"Por que actualmente, la computación es una herramienta imprescindible para el proceso enseñanza  aprendizaje.",Sí,Es la mejor herramienta para el proceso enseñanza  aprendizaje.,regular,Irresponsabilidad.,Sí,Es una herramienta necesaria ,Tener a principios de año instalados los equipos 
Sí,Femenino,35,La Paz,El Alto,COSMOS 79 MAÑANA,Sí,No,Sí,No,No,No,,12,Más de un año,10,"Vida, Tierra y Territorio",N/A,N/A,No,No,No,Sí,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Unefco en el área de química ,Sí,Computadora portátil,2,Sí,2,Dotada por el ministerio,,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,,5,Sí,Sí,Sí,Sí,No,No,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,No,Sí,En este año,No,No,Rara vez,Rara vez,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,Sí,No,Sí,Sí,No,,Sí,No,No,No,No,Casi siempre,Ocasionalmente,Clases prácticas,Rara vez,Rara vez,Rara vez,Sí,Sí,Sí,Sí,Sí,,No,,buena,Me dejo con algunas dudas con respecto a la instalación de los programas,mas o menos,"Estamos en la actualidad, que la tecnología es algo que no podemos dejar de lado",No,No hice uso del software libre,buena,Explicaban bien el uso de los programa ,Sí,Tendría que aprender para poder hacer uso del mismo.,
Sí,Femenino,45,La Paz,El Alto,SIMON BOLIVAR TARDE,No,No,Sí,Sí,No,No,,19,Más de un año,4,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,No,No,No,N/A,N/A,Sí,Uso de TICs ,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,Sí,,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,Uso de programa de cricigramas,Sí,No,No,No,Sí,Hace un año,Sí,Sí,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,No,No,Sí,No,,No,Sí,No,No,No,Ocasionalmente,Rara vez,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,No,No,No,Sí,,No,,buena,Me dió mas seguridad con respecto al uso de programas t nosolamente el prezi.,mucho,Los estudiantes manejan muy sus dispositivos personales. Lo que es una fortaleza para encaminarlos a un  uso productivo y de mayor provecho,Sí,Son muy hab8les y ellos pueden dar muy buen uso a la informacion,buena,Guian apropiadamante las actividades con tics,Sí,Se necesita apoyo para desarrollar ,Gracias
Sí,Femenino,48,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,No,No,Sí,No,No,No,,16,Más de un año,14,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,No,No,No,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,,Internet móvil,Otro,,Sí,Sí,No,No,Sí,No,No,No,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,5,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,Sí,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Siempre,Clases prácticas,Rara vez,Rara vez,Rara vez,No,Sí,Sí,No,Sí,,Sí, programas tecnologicos que nos ayudenn en la enseñanza y aprendizaje mediante los KUAS,buena,porque en el proceso hubo acompañamiento paciencia y buena actitud ,mucho,porque es parte de nuestro diario vivir los estudiantes se sienten motivados ,Sí,el estudiante se entuciasma  e investiga,excelente,Hubo acompañamiento permanente mucha paciencia,No,porque falta algunas maquinà estan mal pero si me gustaria.,Deberian seguir capacitando nos hace mucha falta
Sí,Femenino,50,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,Sí,No,Sí,No,No,No,,27,Más de un año,4,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,Sí,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,No,No,No,,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Dudoso,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,No,Rara vez,Rara vez,Ocasionalmente,Nunca,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,Sí,No,No,No,No,,No,No,Sí,No,No,Rara vez,Rara vez,Clases prácticas,Rara vez,Ocasionalmente,Rara vez,No,No,No,No,Sí,,Sí,Mayor acceso  a la tecnología..como apoyo para las diferentes areas,buena,Llegó  a las diferentes áreas.. pero a Ed FISICA  intentó  el facilitador de adecuarla,mas o menos,En mi área es más práctica...ni me tomaron en cuenta en un punto ,Sí,Mayor acceso y facilidad al aprendizaje,buena,Tienen mucho interés y juventud,Sí,Porque si se puede utilizar en mi área ed FISICA ,Programas para ed fisica
Sí,Femenino,54,Oruro,Oruro,PANTALEON DALENCE 1,Sí,No,Sí,No,No,No,,28,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Manejo de las TICs,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,No,No,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,,No,Sí,Sí,Sí,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Rara vez,Rara vez,Rara vez,Ocasionalmente,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,No,No,No,No,Que este instalado en cada curso,No,,regular,El factor tiempo,mas o menos,Es necesario porque ya estamos era cibernética que ahora todos debemos estar actualizados.,Sí,Porque hay novedades que hay que rescatar.,buena,La labor de los voluntarios fue exitosa,Sí,Es necesario adecuarnos para desarrrollar nuestras clases ,
Sí,Femenino,35,Oruro,Oruro,JUANA AZURDUY DE PADILLA SECUNDARIA,Sí,No,Sí,Sí,No,No,,5,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Uso de las TICS,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,,3,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Investigación y comunicación ,Sí,No,Sí,Sí,No,,No,Sí,Casi siempre,Siempre,Siempre,Siempre,Siempre,Ocasionalmente,Rara vez,Rara vez,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Siempre,Casi siempre,Clases prácticas,Casi siempre,Siempre,Casi siempre,Sí,No,Sí,Sí,Sí,,Sí,La tecnología debe ser parte del procesos de enseñanza-aprendizaje de las estudiantes para que las clases sean más dinámicas y prácticas en cuanto a información e investigación de los hechos acontecidos en nuestra historia,excelente,Tuvieron mucha paciencia y la explicación fue personalizada y pudimos entender el manejo ,mucho,La tecnología avanza y la educación debe ser actualizada ,Sí,La información es más accesible y se puede disipar dudas,buena,Fueron muy pacientes y aplicados en el area,Sí,Es necesario estar actualizados,Que las actualizaciones sean constantes y que el beneficio de la dotación de co.putadoras nos llegue a todos los profesores 
Sí,Femenino,39,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,Sí,No,Sí,No,No,No,Diplomante,8,Más de un año,4,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Diplomado en Nuevas tecnologías en Educación UNIFRANZ,Sí,Computadora portátil,1,Sí,1,Por cuenta propia,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,No,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,Google classroom . Moodlecloud,No,Sí,No,No,Sí,Hace dos años,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,Sí,No,Sí,No,,Sí,Capacitación fe docentes y estudiantes para el uso adecuado de KUAS y TICS en el aula. ,regular,,mucho,Porque los estudiantes están muy familiarizados con la tecnología y su uso les atrae y motiva.,Sí,Comprenden mejor ,buena,Fueron responsables y buen trato a la comunidad educativa  ,Sí,Porque es necesario hacerlo. ,
Sí,Femenino,35,La Paz,La Paz,MARIEN GARTEN C,Sí,No,Sí,No,No,No,Diplomados,14,Más de un año,11,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,N Tics,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,No,No,No,No,,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Dudoso,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,Sí,Hace un año,Sí,Sí,Ocasionalmente,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Sí,No,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Ocasionalmente,Seminarios,Rara vez,Ocasionalmente,Ocasionalmente,Sí,Sí,No,Sí,Sí,,Sí,Realizar una clase en la que se utilicen tics para el desarrollo de la misma. ,excelente,"Porque trabajaron de manera personalizada, bueno, esto cuando eramos pocos asistentes, ahí si hubo aprendizaje. Tuvieron la paciencia para lograr que el docente aprenda hasta el final de la capacitación. ",mas o menos,Es necesario porque los estudiantes están ligados ya a la tecnología y hay que aprovecharla para su bien. ,Sí,Toda estrategia siempre es buena y más si es tecnologica. ,buena,Por su paciencia y buena explicación. ,Sí,La práctica hace al maestro.,
Sí,Femenino,61,La Paz,La Paz,HERNANDO SILES REYES,Sí,No,Sí,Sí,No,No,,34,Más de un año,11,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,No,No,No,N/A,N/A,Sí,Capacitación en elaboración de programas educativos,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Siempre,Casi siempre,Casi siempre,Siempre,Ocasionalmente,Casi siempre,Rara vez,Sí,No,Sí,No,Sí,No,,Sí,No,No,No,No,Siempre,Siempre,Clases prácticas,Rara vez,Ocasionalmente,Ocasionalmente,No,No,No,No,Sí,,Sí,Hacer presentaciones de temas virtuales y preparar actividades que realicen los estudiantes,excelente,"Por el dinamismo,capacitacion y el interés de maestro estudiante",mucho,Por la dinámica práctica y real aprendizaje ,Sí,Por los beneficios que este ofrece,excelente,"Por el apoyo, orientación y formación de los estudiantes",Sí,Por el interés y la aplicación de estos en los estudiantes ,Adelante y continuidad en el trabajo 
Sí,Femenino,39,Tarija,Tarija,TERESA DE CALCUTA Mañana,Sí,No,Sí,No,No,No,,30,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,Sí,No,N/A,N/A,Sí,uso de Kuaas,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,Sí,,Internet fijo,Casa,,No,Sí,Sí,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,6,Sí,Dudoso,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Rara vez,Nunca,Rara vez,Ocasionalmente,Sí,No,Sí,No,Sí,No,,Sí,No,No,No,No,Casi siempre,Ocasionalmente,Clases prácticas,Ocasionalmente,Rara vez,Rara vez,No,Sí,No,No,No,,Sí,busca enseñar a utilizar programas destinados a la educación en software libre.,buena,por que me mostraron que programas puedo utilizar en mi clase enseñandome para que sirve y contestaron las preguntas que realice,mas o menos,"El estudiante tiene que aprender mas y hace falta mayor seguimiento a los alumnos, ademas que no se enfocan muy bien a la clase prefieren jugar es por esto que necesitan mayor supervision y tambien depende de la educación que le dan en casa.",Sí,tienen un mundo de posibilidades de aprender y dar un seguimiento adecuado al avance que esta teniendo el mundo en el que hoy vivimos que va de la mano de la tecnología.,excelente,"por que colaboraron en la utilización de los equipos y las dudas de los estudiantes, ayudando a dar un buen segimiento a los alumnos, para poder concluir mas rapido la clase y con mayor control sobre el aula.",Sí,por que asi se puede poner atención a todos los estudiantes y realizar un buen contro ya que los adolescentes de ahora necesitan mas atencion y mejor seguimiento.,"El proyecto deberia empezar y terminar con el año escolar para ayudar a los profesores en la utilización de las computadoras, verificando las maquinas."
