lat,long
-11.16972,-65.40195
-11.26639,-65.39279
-11.28306,-65.38863
-11.40472,-65.34834
-11.48072,-65.3214
-11.49306,-65.31279
-11.5,-65.30556
-11.50278,-65.30139
-11.50472,-65.2964
-11.50528,-65.28307
-11.50167,-65.25835
-11.505,-65.24085
-11.50722,-65.23557
-11.51,-65.2314
-11.51667,-65.22446
-11.52083,-65.22139
-11.61195,-65.16863
-11.6175,-65.17029
-11.65639,-65.18834
-11.68556,-65.20084
-11.71167,-65.20917
-11.74,-65.20252
-11.75195,-65.19334
-11.75806,-65.18556
-11.7725,-65.16501
-11.77722,-65.14862
-11.76945,-65.14223
-11.70861,-65.13417
-11.69945,-65.12946
-11.69276,-65.12149
-11.69528,-65.11528
-11.69889,-65.11168
-11.7525,-65.06334
-11.75722,-65.0614
-11.80972,-65.04334
-11.88167,-65.03557
-11.97,-65.01695
-11.98945,-65.00835
-12.00806,-64.99167
-12.01417,-64.97696
-12.02334,-64.89612
-12.02278,-64.84251
-12.02361,-64.82918
-12.0275,-64.81195
-12.02972,-64.80724
-12.03778,-64.79445
-12.04528,-64.78778
-12.09778,-64.76334
-12.14945,-64.73973
-12.15306,-64.73639
-12.20889,-64.62251
-12.21306,-64.61279
-12.24195,-64.51973
-12.2425,-64.51334
-12.36417,-64.49834
-12.36833,-64.49556
-12.44111,-64.4214
-12.45451,-64.40471
-12.46167,-64.39418
-12.46833,-64.37306
-12.48207,-64.2933
-12.47917,-64.23889
-12.48556,-64.17639
-12.51,-64.04889
-12.51195,-64.0439
-12.51889,-64.03696
-12.53111,-64.02834
-12.53472,-64.02473
-12.53945,-64.01529
-12.54972,-63.94029
-12.55028,-63.93389
-12.54454,-63.91884
-12.52861,-63.89861
-12.49389,-63.87056
-12.47417,-63.8325
-12.46,-63.7975
-12.47056,-63.67195
-12.56445,-63.47611
-12.57639,-63.46667
-12.58739,-63.46429
-12.60445,-63.46445
-12.65389,-63.41556
-12.66836,-63.39462
-12.70334,-63.33139
-12.70508,-63.31835
-12.70722,-63.25279
-12.70445,-63.24139
-12.69472,-63.23028
-12.68,-63.21695
-12.67445,-63.20862
-12.64889,-63.16334
-12.63635,-63.13664
-12.63541,-63.13005
-12.65,-63.07501
-12.65612,-63.06697
-12.66028,-63.06417
-12.67307,-63.06226
-12.6919,-63.06321
-12.70389,-63.06139
-12.74306,-63.05167
-12.75195,-63.04667
-12.83933,-62.99417
-12.8529,-62.97376
-12.90028,-62.89667
-12.94234,-62.84384
-13.00584,-62.76973
-12.9675,-62.69917
-12.96588,-62.6932
-12.96667,-62.68723
-12.97435,-62.67342
-12.99695,-62.64706
-13.00083,-62.64417
-13.0075,-62.64417
-13.02417,-62.64806
-13.03084,-62.64706
-13.03389,-62.64389
-13.13252,-62.41922
-13.14583,-62.38473
-13.14778,-62.33083
-13.14361,-62.27695
-13.13817,-62.26011
-13.12945,-62.24889
-13.12389,-62.24028
-13.12,-62.22278
-13.12195,-62.20473
-13.14834,-62.12195
-13.1525,-62.11195
-13.157,-62.11041
-13.18333,-62.10973
-13.27139,-62.08556
-13.36222,-62.0025
-13.37543,-61.97295
-13.39583,-61.94445
-13.44887,-61.87786
-13.45222,-61.87445
-13.45734,-61.87221
-13.48088,-61.86845
-13.52722,-61.8514
-13.53831,-61.84208
-13.54472,-61.83389
-13.54867,-61.81007
-13.53737,-61.73286
-13.53639,-61.7275
-13.51306,-61.61639
-13.50724,-61.59353
-13.52222,-61.58083
-13.52972,-61.57417
-13.54833,-61.52972
-13.55243,-61.51256
-13.55334,-61.49278
-13.52309,-61.26164
-13.49312,-61.03898
-13.54083,-61.00417
-13.58278,-60.95778
-13.67655,-60.79937
-13.68236,-60.78384
-13.6833,-60.77065
-13.68236,-60.74429
-13.73861,-60.67556
-13.76861,-60.58334
-13.79972,-60.48278
-13.80722,-60.47084
-13.98445,-60.3839
-13.99007,-60.38511
-14.02972,-60.40056
-14.05972,-60.41917
-14.07445,-60.4325
-14.09083,-60.45862
-14.09861,-60.46473
-14.10889,-60.46806
-14.15139,-60.48084
-14.16896,-60.48303
-14.17555,-60.48208
-14.28586,-60.45242
-14.29639,-60.44862
-14.32431,-60.42748
-14.48342,-60.3465
-14.62334,-60.28111
-14.70667,-60.27612
-14.91361,-60.26445
-15.03667,-60.26
-15.09361,-60.2589
-15.09445,-60.2925
-15.0925,-60.38473
-15.0975,-60.5714
-15.24139,-60.43973
-15.47861,-60.22723
-15.97361,-60.18445
-15.98722,-60.18417
-16.26306,-60.16028
-16.26584,-60.10667
-16.28917,-59.53278
-16.31084,-58.97278
-16.32667,-58.54195
-16.33,-58.44445
-16.32945,-58.43389
-16.32278,-58.41945
-16.31722,-58.41056
-16.30972,-58.40362
-16.30139,-58.39778
-16.28778,-58.39111
-16.27806,-58.38667
-16.27917,-58.32751
-16.30667,-58.32584
-16.39611,-58.32445
-16.50611,-58.34639
-16.5225,-58.35889
-16.52917,-58.36528
-16.55306,-58.39778
-16.57361,-58.41945
-16.59,-58.43167
-16.63917,-58.46584
-16.64889,-58.47
-16.67463,-58.47577
-16.72167,-58.4764
-16.89417,-58.46417
-16.90722,-58.46278
-16.91889,-58.46056
-16.93,-58.45695
-16.94861,-58.44806
-16.95695,-58.44222
-16.96584,-58.43723
-16.97611,-58.43306
-17.00972,-58.42445
-17.10556,-58.40806
-17.11861,-58.40667
-17.13834,-58.40667
-17.19056,-58.40945
-17.22639,-58.40306
-17.24917,-58.39751
-17.25806,-58.39195
-17.26556,-58.38612
-17.27889,-58.37112
-17.28722,-58.35111
-17.29223,-58.32806
-17.29361,-58.31583
-17.29973,-58.29445
-17.32612,-58.25
-17.40806,-58.12222
-17.4175,-58.1189
-17.43889,-58.10889
-17.45556,-58.09167
-17.49556,-58.02278
-17.49973,-58.01056
-17.50288,-57.98817
-17.46195,-57.90167
-17.47695,-57.88084
-17.55361,-57.78806
-17.58027,-57.75622
-17.59306,-57.74306
-17.60111,-57.74139
-17.60861,-57.76251
-17.61695,-57.76917
-17.63774,-57.77948
-17.68695,-57.75917
-17.71722,-57.73306
-17.72389,-57.72584
-17.72758,-57.71729
-17.775,-57.72112
-17.845,-57.7189
-18.09611,-57.58167
-18.20389,-57.52112
-18.24028,-57.54889
-18.25333,-57.55584
-18.27472,-57.56334
-18.46806,-57.62695
-18.90278,-57.76945
-18.90945,-57.77112
-18.91389,-57.71973
-18.93445,-57.71667
-19.04361,-57.70473
-19.0475,-57.77667
-19.06806,-57.78722
-19.13722,-57.8214
-19.20639,-57.855
-19.42111,-57.96056
-19.67722,-58.08723
-19.74139,-58.12112
-19.76028,-58.10334
-19.97164,-57.85569
-19.97879,-57.84875
-20.02389,-57.89306
-20.02723,-57.89751
-20.0325,-57.9064
-20.14917,-58.10973
-20.16806,-58.15889
-20.11917,-58.13806
-20.11361,-58.13639
-20.08223,-58.13306
-19.99223,-58.13056
-19.98,-58.13195
-19.82806,-58.15139
-19.7825,-58.23222
-19.76417,-58.26806
-19.63862,-58.52056
-19.34889,-59.09584
-19.34556,-59.1564
-19.32167,-59.57362
-19.29695,-59.97278
-19.29667,-59.99084
-19.29943,-60.01594
-19.30473,-60.02112
-19.31472,-60.0575
-19.41084,-60.42445
-19.43472,-60.5164
-19.45917,-60.61334
-19.49028,-60.79639
-19.58306,-61.35722
-19.63334,-61.66889
-19.645,-61.7425
-19.72472,-61.77445
-19.91084,-61.8475
-20.08001,-61.91307
-20.3375,-62.10195
-20.47139,-62.19884
-20.56223,-62.26945
-20.62195,-62.26778
-20.74223,-62.26528
-21.00052,-62.26109
-21.05695,-62.2589
-21.71417,-62.47056
-21.765,-62.48612
-22.12056,-62.60111
-22.22195,-62.63417
-22.2389,-62.64377
-22.23778,-62.65501
-22.23473,-62.65945
-22.15472,-62.76501
-22.12278,-62.78945
-22.10806,-62.79528
-22.10195,-62.79556
-22.08556,-62.79056
-22.05889,-62.79278
-22.02222,-62.79917
-22.01667,-62.80029
-22.00695,-62.80417
-21.99907,-62.80834
-21.99695,-62.81195
-21.99667,-62.83028
-21.99778,-62.88612
-22.00056,-63.13028
-22.00333,-63.59334
-22.00278,-63.73306
-22.00084,-63.94112
-22.09445,-63.99306
-22.24973,-64.05862
-22.41028,-64.12668
-22.46639,-64.16945
-22.47445,-64.17584
-22.49111,-64.19446
-22.49778,-64.20252
-22.50861,-64.22029
-22.51722,-64.22585
-22.54973,-64.24417
-22.56778,-64.25334
-22.63862,-64.27779
-22.64945,-64.2814
-22.65556,-64.2825
-22.7275,-64.28612
-22.75445,-64.28389
-22.8325,-64.30139
-22.86056,-64.31639
-22.87361,-64.32472
-22.87167,-64.33862
-22.86945,-64.3439
-22.86445,-64.34584
-22.84306,-64.34807
-22.81417,-64.34778
-22.76722,-64.35251
-22.74084,-64.36
-22.73667,-64.3625
-22.68361,-64.4164
-22.64834,-64.45252
-22.64333,-64.45445
-22.63223,-64.45668
-22.61861,-64.45584
-22.6125,-64.45473
-22.58,-64.44389
-22.51445,-64.46195
-22.40889,-64.52612
-22.29889,-64.54363
-22.28861,-64.53946
-22.2825,-64.53835
-22.27639,-64.5389
-22.26667,-64.54251
-22.25445,-64.55139
-22.21473,-64.59056
-22.21167,-64.59473
-22.16972,-64.67168
-22.17722,-64.68611
-22.18084,-64.69667
-22.18278,-64.70862
-22.18139,-64.72278
-22.11,-64.96445
-22.10528,-64.97446
-22.09084,-64.98834
-22.09473,-65.1902
